ind_t,date,adr,p,n_killed,n_injured,state,LON,LAT,case,summary,age_of_shooter,prior_signs_mental_health_issues,mental_health_details,weapons_obtained_legally,where_obtained,weapon_type,weapon_details,race,gender,mental_health_sources,sources_additional_age,type,log_n_killed,log_n_injured,rand_ind_t,G0_indegree,G0_outdegree,G0_null_indegree,G0_null_outdegree,G1_indegree,G1_outdegree,G1_null_indegree,G1_null_outdegree
982,2019-01-01,2020 W Pensacola St Tallahassee Florida,1.6206565966927624,0,5,Florida,-84.31853869999998,30.4421089,,,,,,,,,,,,,,,0.0,1.791759469228055,885,1,0,1,0,8,0,9,0
983,2019-01-02,3516 Galaxy St Jonesboro Arkansas,2.3903891703159093,1,3,Arkansas,-90.6585807,35.8222345,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,172,0,1,0,1,2,5,1,6
984,2019-01-03,3800 block of E County 18½ St Yuma Arizona,2.3903891703159093,1,3,Arizona,-114.5665888,32.56769,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,585,0,0,0,0,3,5,3,7
985,2019-01-04,22501 Hawthorne Blvd Torrance California,3.673385846484991,3,4,California,-118.3523128,33.8239827,,,,,,,,,,,,,,,1.3862943611198906,1.6094379124341005,256,3,0,3,0,11,0,15,0
985,2019-01-04,3197 Shula Dr Hurt Virginia,3.388813693319509,3,2,Virginia,-79.33295199999998,37.0559889,,,,,,,,,,,,,,,1.3862943611198906,1.0986122886681098,256,2,0,2,0,9,0,5,0
986,2019-01-06,1300 block of W College Blvd Roswell New Mexico,1.515716566510398,0,4,New Mexico,-104.5396624,33.4085055,,,,,,,,,,,,,,,0.0,1.6094379124341005,1171,0,0,0,0,4,5,3,0
987,2019-01-13,2445 E Van Buren St Phoenix Arizona,2.6206565966927617,1,5,Arizona,-112.0280608,33.4510169,,,,,,,,,,,,,,,0.6931471805599453,1.791759469228055,780,0,1,0,1,4,5,1,11
988,2019-01-15,5420 Baseline Rd Little Rock Arkansas,2.515716566510398,1,4,Arkansas,-92.3386118,34.6693174,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,524,1,1,1,1,6,6,6,4
989,2019-01-16,Emerson St and Spring Park Rd Jacksonville Florida,2.6206565966927617,1,5,Florida,-81.62579659999999,30.2911022,,,,,,,,,,,,,,,0.6931471805599453,1.791759469228055,750,0,3,0,3,1,7,0,14
989,2019-01-16,Ranch Center Dr and 40th St W Palmdale California,3.1576692799745936,3,1,California,-118.2022388,34.5833789,,,,,,,,,,,,,,,1.3862943611198906,0.6931471805599453,750,0,2,0,2,1,7,4,9
990,2019-01-17,940 Audubon Ave Owensboro Kentucky,3.1576692799745936,3,1,Kentucky,-87.12742279999998,37.765196,,,,,,,,,,,,,,,1.3862943611198906,0.6931471805599453,1007,0,0,0,0,8,0,7,0
991,2019-01-19,1435 Wilcox Ave Gaffney South Carolina,2.515716566510398,1,4,South Carolina,-81.60407020000002,35.11063490000001,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,311,0,1,0,1,3,8,2,4
991,2019-01-19,11445 Brian Lakes Drive Jacksonville Florida,3.388813693319509,3,2,Florida,-81.8562012,30.2693846,,,,,,,,,,,,,,,1.3862943611198906,1.0986122886681098,311,1,1,1,1,4,8,3,4
991,2019-01-19,4400 block of W Madison St Chicago Illinois,1.515716566510398,0,4,Illinois,-87.73576399999996,41.881017,,,,,,,,,,,,,,,0.0,1.6094379124341005,311,0,2,0,2,1,10,0,10
991,2019-01-19,7041 Sherman St Houston Texas,3.388813693319509,3,2,Texas,-95.299408,29.7372539,,,,,,,,,,,,,,,1.3862943611198906,1.0986122886681098,311,1,2,1,2,1,11,2,15
991,2019-01-19,1140 Church St Lebanon Pennsylvania,1.515716566510398,0,4,Pennsylvania,-76.43155290000001,40.343537,,,,,,,,,,,,,,,0.0,1.6094379124341005,311,1,1,1,1,5,4,14,3
992,2019-01-20,26133 SW 139th Ave Miami Florida,1.515716566510398,0,4,Florida,-80.4201753,25.7415677,,,,,,,,,,,,,,,0.0,1.6094379124341005,577,0,0,0,0,11,0,0,0
993,2019-01-23,1901 US 27 S Sebring Florida,3.085169313600048,5,0,Florida,-81.45840390000002,27.4705304,SunTrust bank shooting,"Zephen A. Xaver, 21, fatally shot five women inside a bank and then called the police to confess. He was armed with a handgun and wore a bulletproof vest. He reportedly ordered the women to lie down on the floor and shot them execution-style. After a standoff with police, he surrendered and was taken into custody. A week prior, Xaver had quit a job as a prison guard trainee, and authorities said they believed the shooting was ""a random act"" and that roberry did not appear to be a motive. An ex-girlfriend in Indiana told local media she'd been “scared for years” by Xaver’s talk of violence and death, but that her warnings to others (who she did not identify) were not taken seriously. She said she’d first met Xaver in a psychiatric hospital in 2013. In March 2017, Michigan State Police documented an incident in which Xaver indicated he was “possibly thinking of suicide by cop and taking hostages.""",21,Yes,Xaver was reported to have a lenghty history of expressing violent desires; an ex-girlfriend said she first met him at a psychiatric hospital in 2013.,Yes,-,handgun,9 mm handgun,White,M,https://wsbt.com/news/local/classmate-says-florida-bank-shooter-who-allegedly-killed-5-attended-bremen-high-school; https://www.washingtonpost.com/nation/2019/01/23/several-people-shot-after-gunman-barricades-himself-florida-bank-authorities-say/,-,Mass,1.791759469228055,0.0,1043,2,4,2,4,4,10,4,9
994,2019-01-24,1450 S Atherton St State College Pennsylvania,3.639015821545789,4,1,Pennsylvania,-77.83994430000001,40.7843394,Pennsylvania hotel bar shooting,"Jordan Witmer, 21, shot three people at a Ramada Hotel bar near Penn State University, including a former girlfriend he was there with. He then fled the bar, crashed his car about a mile away, and stormed into a random house, fatally shooting an elderly resident and then himself. Witmer, who had a legal carry permit for his handgun, had just finished a three-year stint in the US Army; ten days prior to the attack he had been convicted on drunk driving-related charges in Kentucky, where he'd been stationed. ",21,-,-,Yes,-,handgun,-,White,M,-,-,Spree,1.6094379124341005,0.6931471805599453,498,1,2,1,2,4,9,3,7
994,2019-01-24,319 Williamson St Rockmart Georgia,3.639015821545789,4,1,Georgia,-85.059614,33.9981833,,,,,,,,,,,,,,,1.6094379124341005,0.6931471805599453,498,1,0,1,0,9,4,5,5
995,2019-01-26,300 block of W Roosevelt Albany Georgia,1.515716566510398,0,4,Georgia,-84.15484529999998,31.5814776,,,,,,,,,,,,,,,0.0,1.6094379124341005,638,0,0,0,0,1,10,0,6
995,2019-01-26,2957 N Sherman Dr Indianapolis Indiana,1.6206565966927624,0,5,Indiana,-86.10234709999996,39.810224700000006,,,,,,,,,,,,,,,0.0,1.791759469228055,638,1,1,1,1,6,4,6,7
995,2019-01-26,42350 Church Point Rd Gonzales Louisiana,3.085169313600048,5,0,Louisiana,-90.8928986,30.2405151,,,,,,,,,,,,,,,1.791759469228055,0.0,638,2,0,2,0,8,0,9,0
995,2019-01-26,612 Bergen St Newark New Jersey,2.3903891703159093,1,3,New Jersey,-74.19922690000001,40.723135,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,638,0,0,0,0,4,4,6,7
996,2019-01-27,Avenue O and Warrior Rd Birmingham Alabama,1.6206565966927624,0,5,Alabama,-86.89173120000002,33.4932873,,,,,,,,,,,,,,,0.0,1.791759469228055,105,1,0,1,0,7,2,5,4
997,2019-01-28,7815 Harding St Houston Texas,3.2451613894052334,2,5,Texas,-95.2818112,29.7093964,,,,,,,,,,,,,,,1.0986122886681098,1.791759469228055,852,1,2,1,2,0,12,3,13
998,2019-02-01,6800 block of Springfield St San Diego California,1.515716566510398,0,4,California,-117.0521679,32.7285985,,,,,,,,,,,,,,,0.0,1.6094379124341005,781,0,1,0,1,0,7,0,11
999,2019-02-03,938 E 75th St Chicago Illinois,3.2451613894052334,2,5,Illinois,-87.60131830000002,41.7588199,,,,,,,,,,,,,,,1.0986122886681098,1.791759469228055,315,0,0,0,0,6,1,7,8
999,2019-02-03,E Sunny Dunes Rd and El Placer Rd Palm Springs California,2.6390158215457884,4,0,California,-116.5062457,33.8122657,,,,,,,,,,,,,,,1.6094379124341005,0.0,315,3,0,3,0,5,0,7,0
1000,2019-02-04,2341 Pennsylvania Ave SE Washington District of Columbia,1.6206565966927624,0,5,District of Columbia,-76.9717545,38.8736444,,,,,,,,,,,,,,,0.0,1.791759469228055,1086,1,0,1,0,13,0,6,0
1000,2019-02-04,4000 block of Topeka St Baton Rouge Louisiana,1.515716566510398,0,4,Louisiana,-91.161113,30.4856355,,,,,,,,,,,,,,,0.0,1.6094379124341005,1086,1,0,1,0,9,6,4,1
1001,2019-02-05,538 Hot Wells Blvd San Antonio Texas,2.855649206057388,2,2,Texas,-98.4589819,29.367952,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,1200,1,1,1,1,2,12,3,9
1002,2019-02-06,1778 Fulton St Brooklyn New York,2.3903891703159093,1,3,New York,-73.9283693,40.67908,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,61,4,0,4,0,6,3,12,4
1003,2019-02-09,109 Perry St Petersburg Virginia,1.515716566510398,0,4,Virginia,-77.4082937,37.2247565,,,,,,,,,,,,,,,0.0,1.6094379124341005,641,1,0,1,0,7,0,6,0
1004,2019-02-11,3628 FM 3126 Livingston Texas,3.085169313600048,5,0,Texas,-95.0563353,30.7249679,,,,,,,,,,,,,,,1.791759469228055,0.0,1060,2,0,2,0,15,0,8,0
1005,2019-02-15,641 Archer Ave Aurora Illinois,5.2169139458168985,6,6,Illinois,-88.33273679999998,41.7563683,Harry Pratt Co. warehouse shooting,"Gary Martin, 45, went on a rampage inside the warehouse in response to being fired from his job and died soon thereafter in a shootout with police. Among his victims were five dead coworkers and five injured police officers. Martin had a felony record and lengthy history of domestic violence; he was able to obtain a gun despite having had his Illinois firearms ownership identification card revoked. According to a report from prosecutors, Martin told a co-worker the morning of the shooting that if he was fired he was going to kill employees and police.",45,Yes,(pending),No,-,handgun,"Smith & Wesson handgun, with a green sighting laser",Black,M,-,-,Mass,1.9459101490553128,1.9459101490553128,656,0,0,0,0,5,0,6,0
1006,2019-02-16,1214 Foxhill Dr Clinton Mississippi,3.085169313600048,5,0,Mississippi,-90.3194259,32.3524829,,,,,,,,,,,,,,,1.791759469228055,0.0,382,2,0,2,0,11,0,6,0
1007,2019-02-17,Tulane Ave and Elk Pl New Orleans Louisiana,2.6206565966927617,1,5,Louisiana,-90.0746022,29.9545703,,,,,,,,,,,,,,,0.6931471805599453,1.791759469228055,1150,0,0,0,0,8,0,6,0
1007,2019-02-17,664 E Illinois St Evansville Indiana,1.6206565966927624,0,5,Indiana,-87.554693,37.979329,,,,,,,,,,,,,,,0.0,1.791759469228055,1150,0,0,0,0,8,0,6,0
1007,2019-02-17,504 S Van Buren St Henderson Texas,2.855649206057388,2,2,Texas,-94.8018101,32.149473699999994,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,1150,0,0,0,0,8,0,6,0
1008,2019-02-20,529 N College St Covington Tennessee,1.515716566510398,0,4,Tennessee,-89.64842220000001,35.57106779999999,,,,,,,,,,,,,,,0.0,1.6094379124341005,532,0,1,0,1,0,7,2,7
1009,2019-02-21,12800 block of Eastbrook Dr Houston Texas,2.855649206057388,2,2,Texas,-95.211621,29.791989500000003,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,1116,2,1,2,1,3,4,8,2
1009,2019-02-21,600 N Miles St Elizabethtown Kentucky,2.855649206057388,2,2,Kentucky,-85.8575134,37.702787,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,1116,0,0,0,0,1,7,1,6
1009,2019-02-21,500 block of Bloom St Baltimore Maryland,2.515716566510398,1,4,Maryland,-76.63650990000002,39.3083747,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,1116,2,1,2,1,2,5,10,3
1010,2019-02-22,1100 block of Carnation Dr Birmingham Alabama,2.855649206057388,2,2,Alabama,-86.6971622,33.610606,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,441,0,1,0,1,1,14,0,8
1011,2019-02-28,9755 Edes Ave Oakland California,2.3903891703159093,1,3,California,-122.1841065,37.7364154,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,912,1,0,1,0,5,0,5,0
1012,2019-03-02,723 East 25th Ave Pine Bluff Arkansas,2.515716566510398,1,4,Arkansas,-91.9939452,34.20485499999999,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,81,1,0,1,0,4,7,4,4
1013,2019-03-03,316 14th St Oakland California,1.515716566510398,0,4,California,-122.2678922,37.80331629999999,,,,,,,,,,,,,,,0.0,1.6094379124341005,1127,6,0,6,0,10,0,12,0
1013,2019-03-03,2900 block of E 79th St Chicago Illinois,1.711769859409705,0,6,Illinois,-87.55382270000001,41.75204180000001,,,,,,,,,,,,,,,0.0,1.9459101490553128,1127,6,0,6,0,10,0,12,0
1014,2019-03-10,2700 block of San Jacinto Ave Shreveport Louisiana,1.515716566510398,0,4,Louisiana,-93.7931052,32.4867168,,,,,,,,,,,,,,,0.0,1.6094379124341005,639,1,0,1,0,8,0,9,0
1014,2019-03-10,15th St and Market St Denver Colorado,2.515716566510398,1,4,Colorado,-104.9994939,39.7489461,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,639,0,1,0,1,0,10,0,12
1015,2019-03-11,291 12th Ave Paterson New Jersey,1.515716566510398,0,4,New Jersey,-74.15204890000003,40.9205806,,,,,,,,,,,,,,,0.0,1.6094379124341005,1188,0,0,0,0,6,0,4,3
1016,2019-03-14,5145 Airway Blvd Missoula Montana,2.3903891703159093,1,3,Montana,-114.0720695,46.9214175,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,945,0,1,0,1,0,6,0,12
1017,2019-03-15,515 Dauphin Island Pkwy Mobile Alabama,3.1402213592228687,2,4,Alabama,-88.08677490000002,30.6720433,,,,,,,,,,,,,,,1.0986122886681098,1.6094379124341005,503,1,0,1,0,6,0,11,0
1018,2019-03-16,619 Ferry Ave Camden New Jersey,2.3903891703159093,1,3,New Jersey,-75.11725290000003,39.9216792,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,1129,0,1,0,1,0,13,0,10
1019,2019-03-17,Dennis St Rochelle Georgia,2.3903891703159093,1,3,Georgia,-83.46831490000002,31.9527985,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,899,0,2,0,2,0,12,1,15
1019,2019-03-17,600 E Fremont St Las Vegas Nevada,1.515716566510398,0,4,Nevada,-115.1389825,36.169076200000006,,,,,,,,,,,,,,,0.0,1.6094379124341005,899,0,1,0,1,0,8,3,11
1019,2019-03-17,900 block of Broad St Augusta Georgia,1.515716566510398,0,4,Georgia,-81.96753840000002,33.4758643,,,,,,,,,,,,,,,0.0,1.6094379124341005,899,1,0,1,0,4,6,4,6
1020,2019-03-19,8526 N 27th Ave Phoenix Arizona,3.1402213592228687,2,4,Arizona,-112.1171963,33.561375,,,,,,,,,,,,,,,1.0986122886681098,1.6094379124341005,875,1,0,1,0,5,6,6,3
1021,2019-03-24,1300 Fillmore St San Francisco California,2.6206565966927617,1,5,California,-122.4321368,37.781588,,,,,,,,,,,,,,,0.6931471805599453,1.791759469228055,1189,0,0,0,0,6,0,6,4
1021,2019-03-24,2202 W McDowell Rd Phoenix Arizona,1.7927899625209969,0,7,Arizona,-112.1066706,33.466165000000004,,,,,,,,,,,,,,,0.0,2.079441541679836,1189,1,1,1,1,4,1,4,4
1022,2019-03-25,2400 block of W San Miguel St North Las Vegas Nevada,1.6206565966927624,0,5,Nevada,-115.1758532,36.2358905,,,,,,,,,,,,,,,0.0,1.791759469228055,1126,6,0,6,0,10,0,12,0
1023,2019-03-28,6200 block of Boston St Baltimore Maryland,1.515716566510398,0,4,Maryland,-76.54157579999998,39.2780308,,,,,,,,,,,,,,,0.0,1.6094379124341005,376,0,3,0,3,2,10,0,11
1024,2019-03-31,1900 block of Jacksonville Rd North Charleston South Carolina,1.7927899625209969,0,7,South Carolina,-79.9610807,32.8472343,,,,,,,,,,,,,,,0.0,2.079441541679836,718,0,0,0,0,2,8,1,11
1024,2019-03-31,3041 Landrum Dr SW Atlanta Georgia,2.515716566510398,1,4,Georgia,-84.487122,33.7079189,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,718,1,0,1,0,7,4,5,6
1024,2019-03-31,500 block of N Hamlin Ave Chicago Illinois,2.515716566510398,1,4,Illinois,-87.72139200000002,41.890091,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,718,0,0,0,0,1,8,0,13
1025,2019-04-02,13195 MS 18 Hermanville Mississippi,1.515716566510398,0,4,Mississippi,-90.83892,31.961841,,,,,,,,,,,,,,,0.0,1.6094379124341005,319,0,1,0,1,3,3,4,3
1025,2019-04-02,300 block of 13th St Covington Kentucky,1.6206565966927624,0,5,Kentucky,-84.503489,39.0772536,,,,,,,,,,,,,,,0.0,1.791759469228055,319,0,2,0,2,0,10,0,9
1026,2019-04-04,100 block of Allen Ave Panama City Florida,2.3903891703159093,1,3,Florida,-85.65434470000002,30.146067,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,627,0,0,0,0,6,0,4,0
1026,2019-04-04,300 block of Eagle Ct Stockbridge Georgia,3.388813693319509,3,2,Georgia,-84.2404542,33.5269155,,,,,,,,,,,,,,,1.3862943611198906,1.0986122886681098,627,1,1,1,1,1,5,4,4
1027,2019-04-06,500 block of Kissimmee St Tallahassee Florida,1.515716566510398,0,4,Florida,-84.2896729,30.422598200000003,,,,,,,,,,,,,,,0.0,1.6094379124341005,690,3,0,3,0,6,0,9,0
1027,2019-04-06,6300 block of S Seeley Ave Chicago Illinois,1.711769859409705,0,6,Illinois,-87.6751244,41.77930720000001,,,,,,,,,,,,,,,0.0,1.9459101490553128,690,1,0,1,0,7,0,5,0
1028,2019-04-07,940 N Pine St Wilmington Delaware,1.711769859409705,0,6,Delaware,-75.54153199999998,39.7428375,,,,,,,,,,,,,,,0.0,1.9459101490553128,261,0,1,0,1,6,4,5,8
1028,2019-04-07,3600 block of Roosevelt Ave Indianapolis Indiana,2.855649206057388,2,2,Indiana,-86.10524050000002,39.8001297,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,261,1,0,1,0,3,0,7,0
1028,2019-04-07,433 Flournoy Lucas Rd Shreveport Louisiana,1.515716566510398,0,4,Louisiana,-93.7670301,32.389084999999994,,,,,,,,,,,,,,,0.0,1.6094379124341005,261,1,0,1,0,6,0,4,0
1028,2019-04-07,515 N Cherry St Winston Salem (Winston-salem) North Carolina,1.7927899625209969,0,7,North Carolina,-80.24706440000001,36.1002292,,,,,,,,,,,,,,,0.0,2.079441541679836,261,2,0,2,0,4,0,11,0
1029,2019-04-09,5339 Michigan Ave Kansas City Missouri,2.3903891703159093,1,3,Missouri,-94.5628657,39.029042,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,334,2,0,2,0,5,0,8,0
1030,2019-04-11,2200 block of Ruskin Ave Baltimore Maryland,2.3903891703159093,1,3,Maryland,-76.6479425,39.31516390000001,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,324,2,1,2,1,2,7,4,11
1030,2019-04-11,7112 W Minnezona Ave Phoenix Arizona,3.388813693319509,3,2,Arizona,-112.21215159999998,33.504031,,,,,,,,,,,,,,,1.3862943611198906,1.0986122886681098,324,0,0,0,0,2,6,3,1
1030,2019-04-11,E 103rd St and S Main St Los Angeles California,2.515716566510398,1,4,California,-118.2738951,33.9428494,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,324,1,0,1,0,8,0,9,0
1031,2019-04-12,119 N Washington St Carbondale Illinois,1.515716566510398,0,4,Illinois,-89.2151068,37.728101,,,,,,,,,,,,,,,0.0,1.6094379124341005,148,0,0,0,0,7,3,3,4
1032,2019-04-13,23500 block of Alessandro Blvd Moreno Valley California,1.515716566510398,0,4,California,-117.2524156,33.917340100000004,,,,,,,,,,,,,,,0.0,1.6094379124341005,13,1,3,1,3,3,4,4,6
1033,2019-04-14,NW 19th Ave and 60th St Miami Florida,2.855649206057388,2,2,Florida,-80.2288686,25.8297859,,,,,,,,,,,,,,,1.0986122886681098,1.0986122886681098,241,0,0,0,0,1,8,2,1
1033,2019-04-14,100 block of Princeton Ave Vallejo California,2.3903891703159093,1,3,California,-122.251364,38.1505918,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,241,2,0,2,0,6,0,6,0
1033,2019-04-14,2539 E Main St Stockton California,1.515716566510398,0,4,California,-121.2509449,37.9549561,,,,,,,,,,,,,,,0.0,1.6094379124341005,241,2,0,2,0,6,0,6,0
1034,2019-04-16,18700 block of Curry Powder Ln Germantown Maryland,2.3903891703159093,1,3,Maryland,-77.264707,39.162339,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,139,0,0,0,0,4,6,3,2
1035,2019-04-18,4000 block of Bells Ln Louisville Kentucky,1.515716566510398,0,4,Kentucky,-85.8223184,38.2227219,,,,,,,,,,,,,,,0.0,1.6094379124341005,581,0,1,0,1,4,7,2,9
1036,2019-04-19,1628 S George Washington Blvd Wichita Kansas,1.515716566510398,0,4,Kansas,-97.2999061,37.6638747,,,,,,,,,,,,,,,0.0,1.6094379124341005,66,0,0,0,0,7,2,4,2
1037,2019-04-20,2900 block of Sunrise Ave Corpus Christi Texas,1.515716566510398,0,4,Texas,-97.42226529999999,27.782797100000003,,,,,,,,,,,,,,,0.0,1.6094379124341005,637,1,1,1,1,6,3,8,6
1037,2019-04-20,761 Chestnut Ave Memphis Tennessee,1.6206565966927624,0,5,Tennessee,-90.0373019,35.102049900000004,,,,,,,,,,,,,,,0.0,1.791759469228055,637,0,3,0,3,3,8,3,11
1038,2019-04-21,1500 block of South 31st St Philadelphia Pennsylvania,1.515716566510398,0,4,Pennsylvania,-75.19571560000001,39.9352439,,,,,,,,,,,,,,,0.0,1.6094379124341005,883,1,2,1,2,7,9,4,6
1039,2019-04-27,700 N San Fernando Rd Los Angeles California,1.711769859409705,0,6,California,-118.22639270000002,34.089504600000005,,,,,,,,,,,,,,,0.0,1.9459101490553128,758,1,0,1,0,3,0,5,0
1039,2019-04-27,700 block of Monterey St Jackson Mississippi,2.3903891703159093,1,3,Mississippi,-90.22716559999999,32.2763824,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,758,2,0,2,0,2,0,4,0
1039,2019-04-27,16934 Chabad Way Poway California,2.3903891703159093,1,3,California,-117.0531582,33.0191414,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,758,2,0,2,0,0,4,3,2
1040,2019-04-28,2544 Edmondson Ave Baltimore Maryland,2.792789962520997,1,7,Maryland,-76.6577434,39.2949057,,,,,,,,,,,,,,,0.6931471805599453,2.079441541679836,549,0,0,0,0,6,0,5,0
1040,2019-04-28,4637 Wyndtree Dr West Chester Ohio,2.6390158215457884,4,0,Ohio,-84.46745820000002,39.3507965,,,,,,,,,,,,,,,1.6094379124341005,0.0,549,0,0,0,0,3,7,3,4
1040,2019-04-28,1407 Dr DB Todd Jr Blvd Nashville Tennessee,1.7927899625209969,0,7,Tennessee,-86.8079063,36.1719359,,,,,,,,,,,,,,,0.0,2.079441541679836,549,0,2,0,2,1,9,2,7
1040,2019-04-28,514 19th St Ensley Birmingham Alabama,1.515716566510398,0,4,Alabama,-86.896118,33.512937,,,,,,,,,,,,,,,0.0,1.6094379124341005,549,0,3,0,3,3,5,1,8
1041,2019-04-30,9214 South Library Ln Charlotte North Carolina,3.1402213592228687,2,4,North Carolina,-80.730937,35.305966,,,,,,,,,,,,,,,1.0986122886681098,1.6094379124341005,986,1,2,1,2,2,6,3,11
1042,2019-05-01,32 Windermere Rd Boston Massachusetts,2.3903891703159093,1,3,Massachusetts,-71.06263630000002,42.31385050000001,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,131,2,1,2,1,3,2,7,4
1043,2019-05-03,2500 block of E Biddle St Baltimore Maryland,1.515716566510398,0,4,Maryland,-76.58251709999998,39.30493370000001,,,,,,,,,,,,,,,0.0,1.6094379124341005,1197,0,1,0,1,2,13,2,5
1043,2019-05-03,1900 block of Ramsay St Baltimore Maryland,1.6206565966927624,0,5,Maryland,-76.64717999999998,39.2833043,,,,,,,,,,,,,,,0.0,1.791759469228055,1197,0,0,0,0,6,0,7,0
1043,2019-05-03,5400 Cedar Springs Rd Dallas Texas,2.3903891703159093,1,3,Texas,-96.828402,32.823074,,,,,,,,,,,,,,,0.6931471805599453,1.3862943611198906,1197,0,1,0,1,2,12,2,5
1044,2019-05-04,5105 Holiday Dr Stockton California,2.515716566510398,1,4,California,-121.29724240000002,38.0012191,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,135,0,1,0,1,3,6,6,6
1044,2019-05-04,Union Blvd and Northland Ave Saint Louis Missouri,2.515716566510398,1,4,Missouri,-90.26379279999999,38.671350200000006,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,135,0,2,0,2,0,9,0,9
1044,2019-05-04,101 W Maryland St Indianapolis Indiana,1.515716566510398,0,4,Indiana,-86.16046960000001,39.7651971,,,,,,,,,,,,,,,0.0,1.6094379124341005,135,0,2,0,2,0,9,0,9
1044,2019-05-04,W 27th St and Tatnall St Wilmington Delaware,1.515716566510398,0,4,Delaware,-75.5356448,39.75579099999999,,,,,,,,,,,,,,,0.0,1.6094379124341005,135,0,0,0,0,9,0,10,0
1045,2019-05-05,2033 45th Street North Bergen New Jersey,2.515716566510398,1,4,New Jersey,-74.03520809999998,40.7846566,,,,,,,,,,,,,,,0.6931471805599453,1.6094379124341005,354,0,1,0,1,4,8,2,5
1045,2019-05-05,1001 Cabrillo Hwy Oceano California,1.711769859409705,0,6,California,-120.62557379999998,35.1124953,,,,,,,,,,,,,,,0.0,1.9459101490553128,354,1,0,1,0,7,0,8,0
1046,2019-05-07,8773 S Ridgeline Blvd Littleton (Highlands Ranch) Colorado,2.866065983073616,1,8,Colorado,-104.997907,39.55595950000001,,,,,,,,,,,,,,,0.6931471805599453,2.19722457733622,556,0,2,0,2,3,7,3,6
1047,2019-05-08,Roache St and Rader St Indianapolis Indiana,1.515716566510398,0,4,Indiana,-86.1780773,39.8046292,,,,,,,,,,,,,,,0.0,1.6094379124341005,467,2,0,2,0,4,0,9,0
1048,2019-05-10,1900 block of N Croskey St Philadelphia Pennsylvania,1.6206565966927624,0,5,Pennsylvania,-75.1712474,39.9836125,,,,,,,,,,,,,,,0.0,1.791759469228055,665,0,1,0,1,4,11,0,10
1048,2019-05-10,4000 block of Ashland Ave Saint Louis Missouri,1.711769859409705,0,6,Missouri,-90.22655309999999,38.662662,,,,,,,,,,,,,,,0.0,1.9459101490553128,665,0,1,0,1,1,12,2,7
1049,2019-05-11,Toll Rd and Bayberry Rd Effort Pennsylvania,1.515716566510398,0,4,Pennsylvania,-75.47401669999998,40.9813323,,,,,,,,,,,,,,,0.0,1.6094379124341005,1164,1,0,1,0,10,0,9,0
1050,2019-05-13,4047 Shreve Ave Saint Louis Missouri,3.639015821545789,4,1,Missouri,-90.2434059,38.6773917,,,,,,,,,,,,,,,1.6094379124341005,0.6931471805599453,739,0,0,0,0,5,0,5,0
1050,2019-05-13,2100 block of 4th St New Orleans Louisiana,1.515716566510398,0,4,Louisiana,-90.0882232,29.9355721,,,,,,,,,,,,,,,0.0,1.6094379124341005,739,0,0,0,0,5,0,5,0
1051,2019-05-14,1248 W 47th St Los Angeles California,1.515716566510398,0,4,California,-118.2973649,34.0003559,,,,,,,,,,,,,,,0.0,1.6094379124341005,927,0,1,0,1,2,7,1,7
1052,2019-05-15,100 block of St. Rose Ave Saint Rose Louisiana,1.515716566510398,0,4,Louisiana,-90.3167828,29.9458519,,,,,,,,,,,,,,,0.0,1.6094379124341005,893,0,0,0,0,4,4,5,4
